id,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,label
17,0.00622665,0.010869565,0.000243079,0.002160177,0.372362869,0.948827292,0.000656036,0.000302939,0.000715432,0.000934288,0
18,0.00498132,0.032608696,0.000611171,0.007063407,0.189873418,0.360341151,0.000908357,0.000454408,0.000672072,0.000934288,0
19,0.00498132,0.007246377,0.000125012,0.001849186,0.367088608,0.530916844,0.000807428,9.09E-05,0.000151758,0.000311429,0
20,0.00373599,0.009057971,0.000118067,0.002780297,0.385021097,0.466950959,0.001816714,9.09E-05,0.000108399,0,0
21,0.00373599,0.009057971,0.000118067,0.002780297,0.428270042,0.778251599,0.000908357,0.000121175,0.000260157,0.000311429,0
22,0.00373599,0.030797101,0.000451433,0.008366962,0.208860759,0.496801706,0.000316916,0.000333232,0.000672072,0.001868577,0
23,0.00622665,0.010869565,0.000243079,0.002160177,0.321729958,0.518123667,0.001312071,0.000242351,0.000346876,0.000311429,0
24,0.00498132,0.010869565,0.000194463,0.002594075,0.397679325,0.878464819,0.000302786,0.000242351,0.000520314,0.001557147,0
25,0.00498132,0.005434783,9.03E-05,0.001476742,0.47257384,0.786780384,0.001816714,9.09E-05,0.000195118,0,0
26,0.01494396,0.043478261,0.002208548,0.003568017,0.191983122,0.23880597,0.001990311,0.002090276,0.001864458,0.001868577,0
27,0.01494396,0.043478261,0.002208548,0.003568017,0.315400844,0.658848614,0.001009285,0.003241442,0.004639466,0.00560573,0
28,0.00747198,0.027173913,0.000729238,0.004244003,0.283755274,0.619402985,0.000316916,0.000878522,0.001409184,0.004048583,0
29,0.00747198,0.184782609,0.004958815,0.027387694,0.256329114,0.670575693,0.000153411,0.006240533,0.010644756,0.037371535,0
30,0.0124533,0.014492754,0.000638951,0.001510262,0.306962025,0.601279318,0.000484457,0.000817934,0.001192386,0.002802865,0
31,0.0124533,0.012681159,0.000562555,0.0013408,0.556962025,1,0.000827614,0.001332929,0.001756059,0.002802865,0
32,0.0124533,0.012681159,0.000562555,0.0013408,0.376582278,0.442430704,0.007064998,0.000878522,0.000758791,0,0
33,0.0124533,0.012681159,0.000562555,0.0013408,0.580168776,1,0.000987081,0.001393517,0.001756059,0.002491436,0
34,0.0124533,0.061594203,0.002625255,0.005912554,0.348101266,0.634328358,0.001035527,0.004241139,0.005333218,0.007162878,0
35,0.00249066,0.202898551,0.00230578,0.070131268,0.377637131,0.437100213,0.002603956,0.003998788,0.003317001,0.002802865,1
36,0.00249066,0.105072464,0.00118067,0.036611278,0.446202532,0.440298507,0.016754138,0.002332626,0.001669341,0,1
37,0.00124533,0.03442029,0.000229189,0.018609181,0.657172996,0.653518124,0.005248284,0.000605877,0.000433595,0,1
38,0.00124533,0.18115942,0.001354298,0.094029159,0.514767932,0.726012793,0.001998385,0.003089973,0.003100204,0.002802865,1
39,0.01120797,0.067028986,0.00259053,0.007063407,0.394514768,0.943496802,0.000427937,0.004695547,0.007652951,0.015882903,0
40,0.00996264,0.036231884,0.001264012,0.004331528,0.397679325,0.756929638,0.000403714,0.002241745,0.003013485,0.008097166,0
41,0.00996264,0.065217391,0.002264109,0.007642558,0.506329114,0.907249467,0.000448123,0.005149955,0.006438885,0.016817191,0
42,0.01120797,0.175724638,0.006757601,0.018236737,0.344936709,0.824093817,0.000246266,0.011026962,0.017582275,0.051697291,0
43,0.00996264,0.088768116,0.003076688,0.010333468,0.46835443,0.955223881,0.000341138,0.006543472,0.009192213,0.025537216,0
44,0.00373599,0.349637681,0.005340797,0.090304715,0.22257384,0.224946695,0.006661284,0.005967889,0.004444348,0.001557147,1
45,0.00124533,0.030797101,0.000201408,0.016746959,0.648734177,0.673773987,0.004642713,0.000514995,0.000390235,0,1
46,0.00124533,0.038043478,0.000256969,0.020471403,0.73628692,0.73347548,0.006459427,0.00078764,0.000563673,0,1
47,0.00124533,0.030797101,0.000201408,0.016746959,0.79535865,0.82196162,0.005651998,0.000666465,0.000498634,0,1
48,0.00124533,0.038043478,0.000256969,0.020471403,0.688818565,0.855010661,0.002926928,0.000727052,0.000672072,0.000311429,1
49,0.01120797,0.117753623,0.004535163,0.012277627,0.233122363,0.638592751,0.000189746,0.005240836,0.009300611,0.02865151,0
50,0.00996264,0.161231884,0.005576931,0.018609181,0.219409283,0.771855011,0.000238191,0.006179945,0.01365824,0.029897228,0
51,0.00996264,0.038043478,0.001326518,0.004538234,0.248945148,0.805970149,0.000298748,0.001514693,0.003360361,0.006851448,0
52,0.00996264,0.164855072,0.005701943,0.019022594,0.246835443,0.877398721,0.000187727,0.006967586,0.015739496,0.037994394,0
53,0.00996264,0.019927536,0.000701457,0.002469306,0.41350211,0.979744136,0.000143319,0.001242048,0.002146295,0.008408595,0
54,0.00996264,0.09057971,0.003139194,0.010540175,0.257383966,0.771855011,0.000270488,0.003907907,0.00767463,0.017751479,0
55,0.00996264,0.059782609,0.002076591,0.007022438,0.282700422,0.878464819,0.00011304,0.00275674,0.005723453,0.019308627,0
56,0.00996264,0.143115942,0.00495187,0.016540253,0.296413502,0.869936034,0.000205894,0.007058467,0.013549842,0.036748676,0
57,0.00871731,0.170289855,0.005229675,0.022100847,0.264767932,0.932835821,0.00015543,0.006755529,0.015284221,0.0401744,0
58,0.0124533,0.177536232,0.007514619,0.016746959,0.187763713,0.574626866,0.000230117,0.007361406,0.014026796,0.036125818,0
59,0.01120797,0.019927536,0.000784799,0.00222163,0.332278481,1,0.000139281,0.001120872,0.002449811,0.007785737,0
60,0.01120797,0.094202899,0.003632298,0.009856739,0.255274262,0.807036247,0.000159467,0.004513784,0.009257252,0.026782934,0
61,0.00996264,0.164855072,0.005701943,0.019022594,0.253164557,0.832622601,0.00021195,0.007119055,0.014980705,0.036437247,0
62,0.0124533,0.152173913,0.006445071,0.014376351,0.216244726,0.886993603,0.000135244,0.007058467,0.01797251,0.044534413,0
63,0.00996264,0.148550725,0.005139389,0.017160373,0.244725738,0.83901919,0.00018369,0.006210239,0.013593201,0.034257241,0
64,0.00996264,0.019927536,0.000701457,0.002469306,0.424050633,1,0.000139281,0.001272342,0.002189654,0.008720025,0
65,0.00996264,0.114130435,0.003951773,0.013229223,0.260548523,0.968017058,0.000163504,0.004998485,0.01196722,0.029274369,0
66,0.0124533,0.182971014,0.007743808,0.017255346,0.180379747,0.752665245,0.000106984,0.007361406,0.018536183,0.050451573,0
67,0.01369863,0.019927536,0.000951481,0.001849186,0.267932489,0.97761194,0.000139281,0.001120872,0.002905086,0.007785737,0
68,0.01369863,0.099637681,0.004618505,0.008677953,0.215189873,0.815565032,0.000205894,0.004998485,0.011902181,0.026160075,0
69,0.00996264,0.150362319,0.005201895,0.017367079,0.179324895,0.932835821,0.000163504,0.00487731,0.015197502,0.02865151,0
70,0.00996264,0.096014493,0.003326712,0.011160294,0.253164557,0.954157783,9.69E-05,0.00408967,0.009929324,0.029585799,0
71,0.00996264,0.072463768,0.002514133,0.008471246,0.259493671,0.760127932,0.000181671,0.003120267,0.006048649,0.017751479,0
72,0.01120797,0.148550725,0.005715833,0.015443404,0.225738397,0.815565032,0.000222043,0.006482884,0.014720548,0.032388664,0
73,0.01120797,0.005434783,0.000229189,0.000731853,0.3407173,0.360341151,0.002825999,0.000242351,0.000195118,0,0
74,0.01369863,0.018115942,0.00086814,0.001694622,0.33649789,1,0.00012717,0.001272342,0.002709968,0.009031454,0
75,0.01369863,0.077898551,0.003618407,0.006815731,0.220464135,0.751599147,0.000278563,0.003968494,0.008628539,0.017751479,0
76,0.01120797,0.059782609,0.002312725,0.006318518,0.258438819,0.877398721,0.000143319,0.002847622,0.006373846,0.018062909,0
77,0.00996264,0.135869565,0.004701846,0.015711564,0.268987342,0.874200426,0.00016956,0.006149652,0.012921129,0.035191529,0
78,0.01369863,0.023550725,0.001118164,0.002160177,0.321729958,0.955223881,0.000264433,0.001605574,0.003338681,0.007785737,0
79,0.01369863,0.010869565,0.000534774,0.00107264,0.170886076,0.5554371,0.000524828,0.000333232,0.000910549,0.001245718,0
80,0.01369863,0.077898551,0.003618407,0.006815731,0.255274262,0.724946695,0.000264433,0.00448349,0.008346703,0.020554344,0
81,0.01120797,0.112318841,0.00432681,0.011718961,0.19092827,0.685501066,0.000139281,0.004241139,0.009474049,0.026782934,0
82,0.00996264,0.05615942,0.001951579,0.006609025,0.231012658,0.567164179,0.000248284,0.002150863,0.003555478,0.010588602,0
83,0.00249066,0.208333333,0.002368286,0.07199349,0.351265823,0.460554371,0.006560355,0.003847319,0.003577158,0.000934288,1
84,0,0.016304348,2.08E-05,0.018609181,1,1,0.001816714,9.09E-05,6.50E-05,0,1
85,0,0.02173913,4.17E-05,0.024195846,1,1,0.002422285,0.000181763,0.000130078,0,1
86,0,0.012681159,6.95E-06,0.014884738,1,1,0.001413,3.03E-05,2.17E-05,0,1
87,0,0.077898551,0.000256969,0.081924718,0.208860759,1,0.000242229,0.000121175,0.000802151,0.001245718,1
88,0.00124533,0.03442029,0.000229189,0.018609181,0.709915612,0.86673774,0.005651998,0.000666465,0.000607033,0,1
89,0.00124533,0.03442029,0.000229189,0.018609181,0.762658228,0.840085288,0.006055713,0.000727052,0.000585353,0,1
90,0.01494396,0.016304348,0.00085425,0.001419013,0.261603376,0.795309168,0.001110214,0.000969403,0.002124615,0.001557147,0
91,0.0124533,0.153985507,0.006521467,0.014545813,0.380801688,0.843283582,0.0004239,0.011632839,0.017343797,0.038928683,0
92,0.0124533,0.03442029,0.00147931,0.003372483,0.122362869,0.73347548,0.000476383,0.000908816,0.0034254,0.003114295,0
93,0.00996264,0.007246377,0.000263915,0.00102236,0.343881857,0.928571429,0.000369398,0.000302939,0.000758791,0.001557147,0
94,0.00871731,0.003623188,0.000118067,0.000685298,0.385021097,0.378464819,0.001816714,9.09E-05,6.50E-05,0,0
95,0.00249066,0.202898551,0.00230578,0.070131268,0.321729958,0.336886994,0.00590432,0.003453499,0.002623249,0.000934288,1
96,0.120797011,0.003623188,0.001993249,4.47E-05,0.451476793,0.452025586,0.028259992,0.004059376,0.002948446,0,1
97,0.00124533,0.085144928,0.000618116,0.044680284,0.60443038,0.65565032,0.005853855,0.001605574,0.001257425,0.000311429,1
98,0.0124533,0.115942029,0.004917145,0.010990832,0.356540084,0.868869936,0.00032499,0.008239927,0.013441443,0.033011523,0
99,0.00996264,0.065217391,0.002264109,0.007642558,0.5,0.891257996,0.000440048,0.005089367,0.006330486,0.016817191,0
100,0.00996264,0.036231884,0.001264012,0.004331528,0.252109705,0.746268657,0.000115059,0.001454105,0.002970125,0.010588602,0
101,0.00871731,0.012681159,0.000395872,0.001849186,0.191983122,0.28358209,0.000807428,0.000242351,0.000303516,0.000622859,0
102,0.01120797,0.179347826,0.006896504,0.018609181,0.405063291,0.904051173,0.000308841,0.012996062,0.019576811,0.053254438,0
103,0.00996264,0.152173913,0.005264401,0.017573786,0.26371308,0.799573561,0.000165523,0.006785822,0.013311365,0.039240112,0
104,0.00996264,0.05615942,0.001951579,0.006609025,0.26371308,0.76652452,0.000215987,0.002423508,0.004726185,0.012768608,0
105,0.0124533,0.18115942,0.007667412,0.017085884,0.364978903,0.880597015,0.000355268,0.013177825,0.021246152,0.049517284,0
106,0.0124533,0.213768116,0.009042546,0.020132478,0.220464135,0.784648188,0.000177634,0.010118146,0.022503577,0.056057303,0
107,0.01120797,0.226449275,0.008702235,0.023450957,0.393459916,0.852878465,0.00033912,0.016025447,0.023392447,0.061974463,0
108,0.00996264,0.02173913,0.000763963,0.002676013,0.197257384,0.426439232,0.000740816,0.000636171,0.001018948,0.001557147,0
109,0.00996264,0.134057971,0.00463934,0.015504858,0.215189873,0.579957356,0.00024021,0.005028779,0.008715258,0.024291498,0
110,0.0124533,0.213768116,0.009042546,0.020132478,0.194092827,0.730277186,0.000151393,0.009148743,0.021051034,0.054811585,0
111,0.01120797,0.077898551,0.003007237,0.00818074,0.359704641,0.842217484,0.000433993,0.005028779,0.007978147,0.016817191,0
112,0.00996264,0.070652174,0.002451627,0.008262678,0.320675105,0.964818763,0.000260396,0.003665556,0.007392794,0.01712862,0
113,0.00871731,0.085144928,0.00261831,0.011160294,0.26371308,0.908315565,0.000153411,0.00330203,0.007457833,0.020242915,0
114,0.00996264,0.077898551,0.002701652,0.009091366,0.430379747,0.932835821,0.000371417,0.005301424,0.007891428,0.019620056,0
115,0.00996264,0.083333333,0.00288917,0.009711486,0.234177215,0.730277186,0.000286637,0.00330203,0.006699042,0.014637185,0
116,0.00996264,0.070652174,0.002451627,0.008262678,0.28164557,0.913646055,0.000272507,0.003271736,0.007024238,0.014948614,0
117,0.00249066,0.208333333,0.002368286,0.07199349,0.320675105,0.329424307,0.012313282,0.00354438,0.002644929,0.000311429,1
118,0.00124533,0.030797101,0.000201408,0.016746959,0.706751055,0.703624733,0.005046427,0.000575583,0.000411915,0,1
119,0.00249066,0.237318841,0.002701652,0.081924718,0.477848101,0.528784648,0.003835285,0.005846713,0.004639466,0.002802865,1
120,0,0.028985507,6.95E-05,0.031644733,0.752109705,1,0.000454178,0.000181763,0.000216797,0.000934288,1
121,0,0.012681159,6.95E-06,0.014884738,1,1,0.001413,3.03E-05,2.17E-05,0,1
122,0.00124533,0.123188406,0.000909811,0.064233612,0.602320675,0.89978678,0.001968107,0.002393214,0.00255821,0.002180006,1
123,0.00124533,0.081521739,0.000590335,0.042818063,0.564345992,0.745202559,0.00343157,0.001423811,0.001365824,0.000622859,1
124,0.0124533,0.137681159,0.005833901,0.013022516,0.30907173,0.865671642,0.000288656,0.008633747,0.015891254,0.037060106,0
125,0.00996264,0.072463768,0.002514133,0.008471246,0.262658228,0.878464819,0.00018369,0.00315056,0.006937519,0.017751479,0
126,0,0.101449275,0.000347256,0.1061336,0.426160338,1,0.000547033,0.000575583,0.001083987,0.001868577,1
127,0,0.016304348,2.08E-05,0.018609181,0.894514768,1,0.001614857,6.06E-05,6.50E-05,0,1
128,0.01618929,0.333333333,0.017939244,0.024594362,0.213080169,0.62793177,0.000256358,0.019691003,0.036421975,0.089691685,0
129,0.01120797,0.273550725,0.010507966,0.028292734,0.258438819,0.763326226,0.000236173,0.013480763,0.025473702,0.064465898,0
130,0.00124533,0.208333333,0.001562652,0.107995821,0.594936709,0.78891258,0.003407348,0.004119964,0.003880675,0.002180006,1
131,0.00996264,0.221014493,0.007639632,0.025437948,0.327004219,0.985074627,0.000327008,0.011935777,0.023500846,0.047337278,0
132,0.00124533,0.028985507,0.000187518,0.015815849,0.565400844,0.969083156,0.00114453,0.00039382,0.000563673,0.000622859,1
133,0.01120797,0.235507246,0.009049491,0.024382068,0.382911392,0.847547974,0.000351231,0.016237504,0.024194597,0.061351604,0
134,0,0.019927536,3.47E-05,0.022333624,0.560126582,1,0.000504643,0,0.000108399,0.000311429,0
135,0.00622665,0.047101449,0.001076494,0.008366962,0.107594937,0.446695096,0.000359306,0.000545289,0.001539262,0.002491436,0
136,0.00747198,0.025362319,0.000680622,0.003977705,0.286919831,0.746268657,0.000421881,0.000817934,0.001582622,0.003114295,0
137,0.00747198,0.10326087,0.002771103,0.015417333,0.158227848,0.734541578,0.000270488,0.002272039,0.006460565,0.010588602,0
138,0.00747198,0.081521739,0.002187713,0.012223623,0.108649789,0.559701493,0.000639887,0.001302636,0.003945714,0.003425724,0
139,0,0.047101449,0.000138902,0.050266949,0.570675105,1,0.000605571,0.000272645,0.000433595,0.000934288,0
140,0.00747198,0.028985507,0.000777853,0.004510301,0.184599156,0.552238806,0.000343157,0.000605877,0.001344144,0.002802865,0
141,0.00124533,0.054347826,0.000381982,0.0288514,0.14978903,0.484008529,0.000201857,0.000151469,0.000541994,0.001557147,0
142,0,0.019927536,3.47E-05,0.022333624,0.560126582,1,0.000504643,0,0.000108399,0.000311429,0
143,0.00124533,0.028985507,0.000187518,0.015815849,0.286919831,1,0.00035325,0.000121175,0.000585353,0.000934288,0
144,0.00124533,0.018115942,0.000104177,0.010229184,0.376582278,0.952025586,0.001614857,6.06E-05,0.000303516,0,0
145,0.00124533,0.032608696,0.000215299,0.01767807,0.195147679,1,0.000161486,6.06E-05,0.000672072,0.001245718,0
146,0.00747198,0.192028986,0.005153279,0.028452885,0.229957806,0.631130064,0.000121114,0.005907301,0.010471318,0.038928683,0
147,0.00498132,0.014492754,0.000263915,0.003338963,0.226793249,0.763326226,0.000143319,0.000151469,0.000607033,0.001868577,0
148,0.0124533,0.014492754,0.000638951,0.001510262,0.456751055,0.708955224,0.001009285,0.001242048,0.001409184,0.002180006,0
149,0.0124533,0.012681159,0.000562555,0.0013408,0.688818565,1,0.001362535,0.001666162,0.001756059,0.002180006,0
150,0.0124533,0.012681159,0.000562555,0.0013408,0.412447257,0.430703625,0.007670569,0.000969403,0.000737111,0,0
151,0.0124533,0.010869565,0.000486158,0.001171337,0.574894515,1,0.000958821,0.00118146,0.001517582,0.002180006,0
152,0.0124533,0.010869565,0.000486158,0.001171337,0.438818565,1,0.000524828,0.000878522,0.001517582,0.002802865,0
153,0.0124533,0.014492754,0.000638951,0.001510262,0.446202532,0.611940299,0.002961243,0.001211754,0.001214066,0.000622859,0
154,0.0124533,0.012681159,0.000562555,0.0013408,0.484177215,0.842217484,0.001614857,0.001151166,0.001474223,0.001245718,0
155,0,0.076086957,0.000250024,0.080062496,0.901898734,1,0.001766249,0.000969403,0.000780471,0.000934288,1
156,0.01120797,0.067028986,0.00259053,0.007063407,0.353375527,0.879530917,0.000300767,0.004241139,0.007154316,0.018062909,0
157,0.00871731,0.03442029,0.001062603,0.004642519,0.47257384,1,0.000355268,0.002211451,0.003317001,0.008720025,0
158,0.00996264,0.063405797,0.002201603,0.007435851,0.514767932,0.924307036,0.000377473,0.005089367,0.006373846,0.018685768,0
159,0.01120797,0.175724638,0.006757601,0.018236737,0.357594937,0.824093817,0.000284618,0.011390488,0.017582275,0.049205855,0
160,0.01120797,0.086956522,0.003354493,0.009111851,0.493670886,0.958422175,0.000397658,0.007512875,0.010059403,0.026471504,0
161,0.01120797,0.036231884,0.001409859,0.00389763,0.292194093,0.832622601,0.000314897,0.001878219,0.003685557,0.008097166,0
162,0.00996264,0.032608696,0.001139,0.003918114,0.253164557,0.744136461,0.000329027,0.001302636,0.002666609,0.00560573,0
163,0.00996264,0.097826087,0.003389218,0.011367001,0.260548523,1,0.000185709,0.004271433,0.010579716,0.023668639,0
164,0.00996264,0.023550725,0.000826469,0.002884581,0.079113924,0.932835821,0.000157449,0.000272645,0.002406452,0.002491436,0
165,0.00871731,0.039855072,0.001229286,0.005340852,0.248945148,1,9.49E-05,0.001393517,0.003837315,0.010900031,0
166,0.00871731,0.061594203,0.001896018,0.008134184,0.344936709,0.878464819,0.000133226,0.002999091,0.005224819,0.019620056,0
167,0.00996264,0.172101449,0.005951968,0.019851283,0.241561181,0.802771855,0.000193783,0.007149349,0.015110784,0.038305824,0
168,0.00996264,0.117753623,0.004076785,0.013642636,0.285864979,0.792110874,0.000201857,0.005604362,0.010211161,0.029585799,0
169,0.00996264,0.059782609,0.002076591,0.007022438,0.300632911,0.804904051,0.000163504,0.00290821,0.005268178,0.01744005,0
170,0.00871731,0.148550725,0.004562944,0.019307514,0.287974684,0.901918977,0.000153411,0.006331415,0.012921129,0.037994394,0
171,0.00871731,0.143115942,0.004396261,0.018609181,0.264767932,0.91684435,0.000145337,0.00566495,0.012639292,0.0348801,0
172,0.00996264,0.170289855,0.005889461,0.019644576,0.245780591,0.704690832,0.000222043,0.007179643,0.013246325,0.035814388,0
173,0.00871731,0.143115942,0.004396261,0.018609181,0.259493671,0.875266525,0.000145337,0.005574068,0.012097299,0.034257241,0
174,0.01120797,0.02173913,0.00085425,0.002407853,0.05907173,0.664179104,0.00026847,0.000212057,0.001777739,0.001557147,0
175,0.00871731,0.125,0.003840651,0.016281404,0.304852321,0.912579957,0.000133226,0.005574068,0.010991632,0.035502959,0
176,0.0124533,0.150362319,0.006368675,0.014206889,0.221518987,0.808102345,0.000139281,0.007119055,0.01628149,0.044222983,0
177,0.00996264,0.177536232,0.006139486,0.020471403,0.229957806,0.805970149,0.000187727,0.007088761,0.015652777,0.038617253,0
178,0.00996264,0.143115942,0.00495187,0.016540253,0.254219409,0.859275053,0.000171579,0.006179945,0.013398084,0.035191529,0
179,0.0124533,0.18115942,0.007667412,0.017085884,0.197257384,0.805970149,0.000123133,0.007815813,0.019555132,0.051074432,0
180,0.01369863,0.045289855,0.002118261,0.004022399,0.178270042,1,0.000121114,0.001878219,0.006612323,0.013080037,0
181,0.01369863,0.070652174,0.003285042,0.006193749,0.231012658,0.715351812,0.000195801,0.003726144,0.007479513,0.020242915,0
182,0.00871731,0.150362319,0.004618505,0.019540292,0.228902954,0.963752665,0.000159467,0.00527113,0.013918397,0.031142946,0
183,0.00871731,0.094202899,0.002896115,0.012324183,0.32278481,0.979744136,0.000109003,0.004392608,0.008867016,0.030520087,0
184,0.00871731,0.072463768,0.002229383,0.00953085,0.328059072,0.938166311,0.00012717,0.003392911,0.006547284,0.022422921,0
185,0.00996264,0.14673913,0.005076882,0.016953666,0.210970464,0.722814499,0.000201857,0.005422599,0.011685384,0.02865151,0
186,0.00747198,0.023550725,0.000632006,0.003711408,0.139240506,0.586353945,0.00343157,0.000333232,0.001149027,0,0
187,0.00871731,0.045289855,0.001395969,0.006039185,0.3407173,0.943496802,0.00015543,0.002150863,0.004119152,0.013391467,0
188,0.00871731,0.081521739,0.002507188,0.010694739,0.357594937,0.947761194,0.000171579,0.004150257,0.007436153,0.023980069,0
189,0.00996264,0.059782609,0.002076591,0.007022438,0.344936709,0.958422175,0.000143319,0.00330203,0.006222087,0.020865774,0
190,0.0124533,0.045289855,0.001937688,0.004389256,0.258438819,0.937100213,0.000205894,0.00236292,0.005680094,0.012768608,0
191,0.0124533,0.074275362,0.003160029,0.007096927,0.298523207,0.817697228,0.000252321,0.00448349,0.008151585,0.021177203,0
192,0.01369863,0.110507246,0.005118553,0.009609064,0.191983122,0.637526652,0.000117077,0.005059073,0.010492997,0.033945811,0
193,0.00871731,0.134057971,0.004118456,0.017445293,0.291139241,0.880597015,0.000173597,0.005755832,0.011403547,0.032700093,0
194,0.00871731,0.030797101,0.000951481,0.004176963,0.450421941,0.985074627,0.000234154,0.001878219,0.002926766,0.009654313,0
195,0.00747198,0.057971014,0.001555707,0.008765477,0.095991561,0.833688699,0.000274526,0.00078764,0.004075792,0.004048583,0
196,0.00996264,0.114130435,0.003951773,0.013229223,0.435654008,0.892324094,0.000318934,0.007906695,0.011078351,0.032077235,0
197,0.00996264,0.063405797,0.002201603,0.007435851,0.544303797,0.92750533,0.000407751,0.005362012,0.006395525,0.018685768,0
198,0.00871731,0.012681159,0.000395872,0.001849186,0.1592827,0.300639659,0.000672184,0.000181763,0.000325196,0.000622859,0
199,0.00871731,0.036231884,0.001118164,0.004875296,0.302742616,0.651385928,0.000195801,0.001514693,0.002298053,0.008720025,0
200,0.00996264,0.177536232,0.006139486,0.020471403,0.434599156,0.938166311,0.000306823,0.012299303,0.018037549,0.050763002,0
201,0.00996264,0.150362319,0.005201895,0.017367079,0.248945148,0.777185501,0.000167541,0.006392002,0.01281273,0.036748676,0
202,0.00871731,0.054347826,0.001673774,0.007203073,0.290084388,0.776119403,0.00016956,0.002241745,0.004097472,0.013391467,0
203,0.02241594,0.001811594,0.000215299,0.000182498,0.805907173,0.803837953,0.006055713,0.000727052,0.000520314,0,1
204,0.00996264,0.18115942,0.006264498,0.020884816,0.411392405,0.851812367,0.00033912,0.011966071,0.016823484,0.04640299,0
205,0.0124533,0.211956522,0.008966149,0.019963016,0.219409283,0.804904051,0.000203876,0.010027264,0.022850453,0.05200872,0
206,0.00498132,0.001811594,2.08E-05,0.000731853,0.789029536,0.786780384,0.001413,3.03E-05,2.17E-05,0,1
207,0.01120797,0.226449275,0.008702235,0.023450957,0.377637131,0.82196162,0.000329027,0.01541957,0.022590296,0.060728745,0
208,0.01369863,0.210144928,0.009702332,0.018143626,0.17721519,0.651385928,0.000137263,0.009148743,0.020335602,0.056991591,0
209,0.00996264,0.061594203,0.002139097,0.007229145,0.22257384,0.644989339,0.000375454,0.002302333,0.004400989,0.008720025,0
210,0.00996264,0.081521739,0.002826664,0.009504779,0.253164557,0.654584222,0.000185709,0.003453499,0.005918571,0.019308627,0
211,0.01120797,0.001811594,9.03E-05,0.000359409,0.525316456,0.573560768,0.002018571,0.000121175,0.000108399,0,1
212,0.00871731,0.077898551,0.002396066,0.010229184,0.394514768,0.933901919,0.000456197,0.004332021,0.007002558,0.014014326,0
213,0.00871731,0.085144928,0.00261831,0.011160294,0.272151899,0.79424307,0.000185709,0.003392911,0.006568963,0.018997197,0
214,0.00871731,0.070652174,0.002173822,0.009298073,0.370253165,0.990405117,0.000308841,0.00369585,0.006720722,0.015571473,0
215,0.00871731,0.079710145,0.002451627,0.010461961,0.439873418,0.953091684,0.000385547,0.004907604,0.007306075,0.017751479,0
216,0.00996264,0.03442029,0.001201506,0.004124821,0.220464135,0.526652452,0.000272507,0.001211754,0.002016216,0.00591716,0
217,0.00996264,0.038043478,0.001326518,0.004538234,0.259493671,0.962686567,0.000224061,0.00157528,0.003989073,0.008408595,0
218,0.00871731,0.072463768,0.002229383,0.00953085,0.298523207,0.928571429,0.000218006,0.003120267,0.006482244,0.016194332,0
219,0.00124533,0.201086957,0.001507091,0.104271378,0.46835443,0.471215352,0.011001211,0.00315056,0.002298053,0.000311429,1
220,0,0.079710145,0.000263915,0.083786939,0.742616034,1,0.000942673,0.000817934,0.00082383,0.001557147,1
221,0,0.134057971,0.000472268,0.13965359,0.802742616,1,0.00091845,0.001635868,0.001474223,0.003114295,1
222,0.00871731,0.076086957,0.002340505,0.009996406,0.313291139,0.801705757,0.00025434,0.003423205,0.005918571,0.016194332,0
